Source,Target,Type,Weight
0,1,Directed,0.32068808605429927
0,2,Directed,0.39264371035775164
0,4,Directed,0.35683546766322344
0,8,Directed,0.34565124100389244
0,9,Directed,0.6010113582851702
0,10,Directed,0.4278263680439227
0,13,Directed,0.2882911857503036
0,18,Directed,0.3729442638091841
0,21,Directed,0.24724489298064808
0,24,Directed,0.38458738255371094
0,28,Directed,0.3834950697473584
0,30,Directed,0.23769541591678714
0,32,Directed,0.19454604876947149
0,37,Directed,0.24800655206068967
0,48,Directed,0.481568772730089
1,0,Directed,0.3594702716949209
1,2,Directed,0.38948776736049057
1,3,Directed,0.3715297831444736
1,8,Directed,0.3495363270473989
1,15,Directed,0.4755139441830719
1,50,Directed,0.44452911109973514
1,51,Directed,0.3439026069141793
1,53,Directed,0.5583462314839156
1,60,Directed,0.5336841468019585
1,67,Directed,0.4909511203679599
1,69,Directed,0.3897241383024452
1,77,Directed,0.4464762255207552
1,82,Directed,0.2483219253261714
1,90,Directed,0.40741587531722623
1,94,Directed,0.37103926206994464
2,0,Directed,0.19129998217985078
2,1,Directed,0.29249839650442117
2,3,Directed,0.4032788196441901
2,4,Directed,0.33620562652876523
2,6,Directed,0.36936994339683393
2,7,Directed,0.27130249782886345
2,9,Directed,0.5984373721506858
2,11,Directed,0.39489892965393136
2,12,Directed,0.3255931678370081
2,13,Directed,0.46357574924553124
2,16,Directed,0.4844697510573115
2,19,Directed,0.44285953050299637
2,20,Directed,0.2580652365589261
2,25,Directed,0.5027850334343977
2,26,Directed,0.37001240230223614
3,1,Directed,0.4629800101113664
3,2,Directed,0.4958896211177278
3,6,Directed,0.5273090209308257
3,10,Directed,0.3774072817515069
3,11,Directed,0.4156941429642788
3,14,Directed,0.6111591598682037
3,16,Directed,0.28864590814127883
3,21,Directed,0.30373952763097367
3,27,Directed,0.4122717514893259
3,28,Directed,0.5009392866459361
3,31,Directed,0.4351371834783617
3,36,Directed,0.18952656484803232
3,38,Directed,0.501242327059212
3,39,Directed,0.21020103816220465
3,41,Directed,0.3588865225751398
4,0,Directed,0.35079505522981874
4,2,Directed,0.42154239117820674
4,5,Directed,0.5253701559487209
4,7,Directed,0.4435653422947707
4,30,Directed,0.3493449622996951
4,36,Directed,0.4748530514853366
4,38,Directed,0.2698792778674508
4,42,Directed,0.2895300035768083
4,45,Directed,0.4393023116120913
4,49,Directed,0.3111243035334248
4,52,Directed,0.32828426379372655
4,58,Directed,0.2558888031767449
4,59,Directed,0.4751309933978699
4,60,Directed,0.4103336129980123
4,61,Directed,0.5789787597445502
5,4,Directed,0.5826407094566316
5,17,Directed,0.3246152816835931
5,34,Directed,0.33564414080257976
5,46,Directed,0.3132227536378698
5,65,Directed,0.44839352418418876
5,67,Directed,0.3773087177498111
5,70,Directed,0.36814391544569425
5,75,Directed,0.3095061765675927
5,80,Directed,0.17605789143308445
5,81,Directed,0.36873269050054513
5,82,Directed,0.19009726152498882
5,83,Directed,0.30698649043554715
5,86,Directed,0.3397843505514433
5,87,Directed,0.353086513469309
5,88,Directed,0.3144864463279712
6,3,Directed,0.4894835253302551
6,2,Directed,0.4912783513495417
6,12,Directed,0.18805274736481087
6,14,Directed,0.3677181630619116
6,18,Directed,0.4870364489135657
6,24,Directed,0.49729098832110663
6,43,Directed,0.33381318909389096
6,44,Directed,0.20374153628259659
6,66,Directed,0.26077272196388246
6,70,Directed,0.4173640261878357
6,72,Directed,0.49464705242209506
6,80,Directed,0.43520644935888086
6,85,Directed,0.29144763927556605
6,87,Directed,0.3801188213936708
6,88,Directed,0.44094366636410964
7,2,Directed,0.34619156920881217
7,4,Directed,0.43425698786201244
7,34,Directed,0.48705765234971915
7,54,Directed,0.21009267218229097
7,66,Directed,0.5815461071298005
7,74,Directed,0.4313331090689436
7,89,Directed,0.25709104419424655
7,90,Directed,0.4651173114745524
7,91,Directed,0.27373700784357036
7,94,Directed,0.5372531822155387
7,96,Directed,0.3811275562993768
7,97,Directed,0.2775438140521189
7,98,Directed,0.20731814817889163
7,100,Directed,0.31749589397285727
7,103,Directed,0.485269443525369
8,1,Directed,0.33707281681186096
8,0,Directed,0.42179059839721655
8,56,Directed,0.5251278210802535
8,100,Directed,0.3402474216375966
8,105,Directed,0.2053284262789259
8,106,Directed,0.3434662844452132
8,107,Directed,0.15529988858861749
8,108,Directed,0.1516550652310814
8,113,Directed,0.4255427116053334
8,114,Directed,0.4952241722043725
8,116,Directed,0.28336173566957423
8,117,Directed,0.4057373996054261
8,118,Directed,0.3832035893747027
8,120,Directed,0.1964564474338121
8,121,Directed,0.42182555062672644
9,2,Directed,0.5897144698878785
9,0,Directed,0.582161784876717
9,19,Directed,0.5246275656338781
9,23,Directed,0.1769558475826528
9,29,Directed,0.37100600456750077
9,33,Directed,0.3434839191075506
9,51,Directed,0.3993170710420597
9,58,Directed,0.5015459044575705
9,72,Directed,0.18959434555024582
9,73,Directed,0.28440925273389095
9,116,Directed,0.5916613548737475
9,126,Directed,0.40248830717287093
9,127,Directed,0.3491027638225217
9,129,Directed,0.4301953962467947
9,130,Directed,0.32297960271138715
10,0,Directed,0.2415420038516091
10,3,Directed,0.4048297559300521
10,15,Directed,0.29674638902692396
10,17,Directed,0.2735701700666855
10,33,Directed,0.24809680475395723
10,73,Directed,0.4135371418003754
10,79,Directed,0.45000009667946095
10,92,Directed,0.22811963679287342
10,112,Directed,0.3961491803171771
10,113,Directed,0.41524214530438586
10,123,Directed,0.43013371828396063
10,133,Directed,0.4040364150926462
10,134,Directed,0.3456329626530276
10,135,Directed,0.5120241992021336
10,136,Directed,0.5974119082628853
11,3,Directed,0.38816983717927195
11,2,Directed,0.3460380968448874
11,20,Directed,0.2682972247341543
11,56,Directed,0.3168921756461551
11,57,Directed,0.526479839436496
11,64,Directed,0.28991672080165654
11,68,Directed,0.4885365748880955
11,79,Directed,0.4245089964367328
11,98,Directed,0.4168042659843937
11,110,Directed,0.4588756567072436
11,111,Directed,0.4144094802461703
11,120,Directed,0.23021602867554683
11,134,Directed,0.5584215614793617
11,137,Directed,0.4313513173283832
11,138,Directed,0.4905171655896423
12,6,Directed,0.2587582845335322
12,2,Directed,0.48662099506585177
12,26,Directed,0.5259865303318432
12,141,Directed,0.3726520404720948
12,145,Directed,0.4138539037096521
12,146,Directed,0.2885275555050366
12,147,Directed,0.43255528612886907
12,148,Directed,0.26770408704348025
12,149,Directed,0.2214980452530201
12,150,Directed,0.33037482322912465
12,151,Directed,0.2247464500076738
12,153,Directed,0.5949473113517163
12,154,Directed,0.33391389307221697
12,157,Directed,0.29044392818251985
12,165,Directed,0.2868917811080101
13,2,Directed,0.29374010081455704
13,0,Directed,0.40079595014053737
13,23,Directed,0.29491616446255053
13,31,Directed,0.19570283134588004
13,40,Directed,0.5473756118578099
13,46,Directed,0.3707087333517306
13,49,Directed,0.16484052899601817
13,83,Directed,0.42382830689007045
13,135,Directed,0.49789970910472514
13,141,Directed,0.4212336009434773
13,149,Directed,0.49228690879681186
13,154,Directed,0.36854548033574464
13,164,Directed,0.24348771834668737
13,166,Directed,0.34357623991496766
