Source,Target,Type,Weight
0,1,Directed,0.36048760753490455
0,2,Directed,0.36020573599391154
0,4,Directed,0.3074034439665292
0,8,Directed,0.24270124545423155
0,9,Directed,0.617143509640014
0,10,Directed,0.3926386148605964
0,13,Directed,0.36019671704905376
0,18,Directed,0.3218420615680637
0,21,Directed,0.29844675244465135
0,24,Directed,0.632574892984157
0,28,Directed,0.37169614650913213
0,30,Directed,0.32847704214268963
0,32,Directed,0.2964573385722758
0,37,Directed,0.2164506790979712
0,48,Directed,0.42377021965298645
0,50,Directed,0.5362561744826649
0,51,Directed,0.45205094294705256
0,60,Directed,0.6423859583532329
0,67,Directed,0.652801356849493
0,69,Directed,0.6143055918276464
0,77,Directed,0.6036722580639264
0,82,Directed,0.4156256478208731
0,90,Directed,0.6029670630116861
0,94,Directed,0.5612849040221058
0,97,Directed,0.38939086100421383
0,114,Directed,0.502665129738633
0,116,Directed,0.48441085061018163
0,134,Directed,0.45926381499405045
0,141,Directed,0.34182386545322685
0,146,Directed,0.6819310187316128
0,171,Directed,0.4906056050583663
0,182,Directed,0.5996866002834399
0,200,Directed,0.49080222989327826
0,283,Directed,0.42715034063769586
0,286,Directed,0.7050526886841901
0,288,Directed,0.6954664860762364
0,298,Directed,0.5800018472171778
0,315,Directed,0.5430588047903568
0,320,Directed,0.6839540494704358
0,342,Directed,0.5594724536184057
0,359,Directed,0.6098611878508144
0,395,Directed,0.5001519070454044
0,440,Directed,0.4311148565073152
0,442,Directed,0.6214713478143978
0,493,Directed,0.5863251372514235
0,540,Directed,0.6782685328909278
0,618,Directed,0.35280254900393776
0,672,Directed,0.2814246544002562
0,686,Directed,0.4515414890251122
0,692,Directed,0.5069307172417656
0,720,Directed,0.49472989589001437
0,739,Directed,0.5148396476904467
0,746,Directed,0.38934221086259513
0,759,Directed,0.5100111230833884
0,761,Directed,0.32373681192980575
0,816,Directed,0.6902354786943493
0,856,Directed,0.3631203636524595
0,882,Directed,0.2737692735341823
0,909,Directed,0.5993598670834074
0,916,Directed,0.5718552973454383
0,986,Directed,0.6231687168382554
1,0,Directed,0.20418427454304894
1,2,Directed,0.34150986439757064
1,3,Directed,0.3149765140779053
1,8,Directed,0.2830132377532514
1,15,Directed,0.4144554062308966
1,53,Directed,0.5254147756937033
1,60,Directed,0.662884938484087
1,103,Directed,0.6211067720276671
1,126,Directed,0.4460032539953336
1,133,Directed,0.48799952025131244
1,134,Directed,0.40101114190541043
1,136,Directed,0.5778256577351306
1,137,Directed,0.43374799783309764
1,211,Directed,0.29307678102919865
1,237,Directed,0.35743377097486617
1,256,Directed,0.44808961996487007
1,272,Directed,0.5116612493092956
1,357,Directed,0.5395070930968527
1,391,Directed,0.31892774973101623
